
# alpha	Actual delay	Mean estimate	Standard dev	Mean error
.01	15.000000	10.810000	16.690983	-4.190000	
.02	15.000000	9.490000	20.362635	-5.510000	
.03	15.000000	17.410000	10.515365	2.410000	
.04	15.000000	9.970000	3.435127	-5.030000	
.05	15.000000	15.610000	3.206384	0.610000	
.06	15.000000	14.300000	1.483914	-0.700000	
.07	15.000000	15.990000	3.094657	0.990000	
.08	15.000000	16.700000	2.463331	1.700000	
.09	15.000000	15.830000	3.249323	0.830000	
.10	15.000000	15.010000	1.823431	0.010000	
.11	15.000000	9.130000	15.919991	-5.870000	
.12	15.000000	-1.360000	23.433745	-16.360000	
.13	15.000000	-24.210000	18.468701	-39.210000	
.14	15.000000	-2.490000	21.265674	-17.490000	
.15	15.000000	-13.800000	19.642301	-28.800000	
