
# alpha	Actual delay	Mean estimate	Standard dev	Mean error
.01	15.000000	-2.210000	18.145603	-17.210000	
.02	15.000000	-14.510000	14.649877	-29.510000	
.03	15.000000	10.490000	12.841686	-4.510000	
.04	15.000000	27.300000	9.604582	12.300000	
.05	15.000000	25.060000	7.197249	10.060000	
.06	15.000000	20.720000	2.740365	5.720000	
.07	15.000000	16.530000	11.795258	1.530000	
.08	15.000000	12.350000	10.595589	-2.650000	
.09	15.000000	17.160000	7.496693	2.160000	
.10	15.000000	6.480000	22.690914	-8.520000	
.11	15.000000	-6.030000	25.816934	-21.030000	
.12	15.000000	-20.620000	24.161945	-35.620000	
.13	15.000000	-20.710000	21.445766	-35.710000	
.14	15.000000	-11.750000	23.115720	-26.750000	
.15	15.000000	-4.360000	21.956102	-19.360000	
