0.000000 7.840000
1.000000 7.558400
2.000000 7.276800
3.000000 6.995200
4.000000 6.713600
5.000000 6.432000
6.000000 6.150400
7.000000 5.868800
8.000000 5.587200
9.000000 5.305600
10.000000 5.024000
11.000000 4.742400
12.000000 4.460800
12.500000 4.320000


12.500000 4.320000
13.500000 4.449280
14.500000 4.578560
15.500000 4.707840
16.500000 4.837120
17.500000 4.966400
18.500000 5.095680
19.500000 5.224960
20.500000 5.354240
21.500000 5.483520
22.500000 5.612800
23.500000 5.742080
24.500000 5.871360
25.000000 5.936000


25.000000 5.936000
26.000000 6.232411
27.000000 6.528823
28.000000 6.825234
29.000000 7.121646
30.000000 7.418057
31.000000 7.714469
32.000000 8.010880
33.000000 8.307291
34.000000 8.603703
35.000000 8.900114
36.000000 9.196526
37.000000 9.492937
37.500000 9.641143


37.500000 9.641143
38.500000 9.962880
39.500000 10.284617
40.500000 10.606354
41.500000 10.928091
42.500000 11.249829
43.500000 11.571566
44.500000 11.893303
45.500000 12.215040
46.500000 12.536777
47.500000 12.858514
48.500000 13.180251
49.500000 13.501989
50.000000 13.662857


50.000000 13.662857
51.000000 13.689829
52.000000 13.716800
53.000000 13.743771
54.000000 13.770743
55.000000 13.797714
56.000000 13.824686
57.000000 13.851657
58.000000 13.878629
59.000000 13.905600
60.000000 13.932571
61.000000 13.959543
62.000000 13.986514
62.500000 14.000000


62.500000 14.000000
63.500000 13.769600
64.500000 13.539200
65.500000 13.308800
66.500000 13.078400
67.500000 12.848000
68.500000 12.617600
69.500000 12.387200
70.500000 12.156800
71.500000 11.926400
72.500000 11.696000
73.500000 11.465600
74.500000 11.235200
75.000000 11.120000


75.000000 11.120000
76.000000 10.713600
77.000000 10.307200
78.000000 9.900800
79.000000 9.494400
80.000000 9.088000
81.000000 8.681600
82.000000 8.275200
83.000000 7.868800
84.000000 7.462400
85.000000 7.056000
86.000000 6.649600
87.000000 6.243200
87.500000 6.040000


87.500000 6.040000
88.500000 6.030400
89.500000 6.020800
90.500000 6.011200
91.500000 6.001600
92.500000 5.992000
93.500000 5.982400
94.500000 5.972800
95.500000 5.963200
96.500000 5.953600
97.500000 5.944000
98.500000 5.934400
99.500000 5.924800
100.000000 5.920000


